INFO 2022-07-03 12:18:33,153 test
INFO 2022-07-03 12:45:20,410 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-03 12:45:20,410 solution 3_1 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
ERROR 2022-07-03 12:45:20,410 can only concatenate str (not "type") to str
INFO 2022-07-03 12:45:40,631 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-03 12:45:40,631 solution 3_1 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-03 12:45:40,631 <class 'str'>
INFO 2022-07-03 12:45:54,588 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-03 12:45:54,588 solution 3_1 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-03 12:45:54,588 ['THIS', 'IS', 'MY', 'FIRST', 'PYTHON', 'PROGRAMMING', 'CLASS', 'AND', 'I', 'AM', 'LEARNING', 'PYTHON', 'STRING', 'AND', 'ITS', 'FUNCTION']
INFO 2022-07-03 12:52:24,633 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-03 12:53:12,811 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-03 12:53:12,811 solution 4 ::this is my first python programming class and i am learning python string and its function
INFO 2022-07-03 12:55:47,925 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-03 12:55:47,926 solution 1 ::h   r tnrrmglsnimeNGyosi dtfco
INFO 2022-07-03 12:55:47,926 solution 2 ::noitcnuf sti dna gnirts nohtyp GNINrael ma i dna ssalc gnimmargorp nohtyP tsriF yM si siht
INFO 2022-07-03 12:55:47,926 solution 3 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-03 12:55:47,926 ['THIS', 'IS', 'MY', 'FIRST', 'PYTHON', 'PROGRAMMING', 'CLASS', 'AND', 'I', 'AM', 'LEARNING', 'PYTHON', 'STRING', 'AND', 'ITS', 'FUNCTION']
INFO 2022-07-03 12:55:47,926 solution 4 ::this is my first python programming class and i am learning python string and its function
INFO 2022-07-03 12:55:47,926 solution 4 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-03 12:56:12,624 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-03 12:56:12,624 solution 1 ::h   r tnrrmglsnimeNGyosi dtfco
INFO 2022-07-03 12:56:12,624 solution 2 ::noitcnuf sti dna gnirts nohtyp GNINrael ma i dna ssalc gnimmargorp nohtyP tsriF yM si siht
INFO 2022-07-03 12:56:12,624 solution 3 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-03 12:56:12,624 ['THIS', 'IS', 'MY', 'FIRST', 'PYTHON', 'PROGRAMMING', 'CLASS', 'AND', 'I', 'AM', 'LEARNING', 'PYTHON', 'STRING', 'AND', 'ITS', 'FUNCTION']
INFO 2022-07-03 12:56:12,624 solution 4 ::this is my first python programming class and i am learning python string and its function
INFO 2022-07-03 12:56:12,624 solution 5 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-04 14:51:53,129 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 14:51:53,129 solution 1 ::h   r tnrrmglsnimeNGyosi dtfco
INFO 2022-07-04 14:51:53,129 solution 2 ::noitcnuf sti dna gnirts nohtyp GNINrael ma i dna ssalc gnimmargorp nohtyP tsriF yM si siht
INFO 2022-07-04 14:51:53,130 solution 3 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-04 14:51:53,130 ['THIS', 'IS', 'MY', 'FIRST', 'PYTHON', 'PROGRAMMING', 'CLASS', 'AND', 'I', 'AM', 'LEARNING', 'PYTHON', 'STRING', 'AND', 'ITS', 'FUNCTION']
INFO 2022-07-04 14:51:53,130 solution 4 ::this is my first python programming class and i am learning python string and its function
INFO 2022-07-04 14:51:53,130 solution 5 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
ERROR 2022-07-04 14:51:53,130 can only concatenate str (not "bool") to str
INFO 2022-07-04 14:52:08,391 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 14:52:08,391 solution 1 ::h   r tnrrmglsnimeNGyosi dtfco
INFO 2022-07-04 14:52:08,391 solution 2 ::noitcnuf sti dna gnirts nohtyp GNINrael ma i dna ssalc gnimmargorp nohtyP tsriF yM si siht
INFO 2022-07-04 14:52:08,391 solution 3 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-04 14:52:08,391 ['THIS', 'IS', 'MY', 'FIRST', 'PYTHON', 'PROGRAMMING', 'CLASS', 'AND', 'I', 'AM', 'LEARNING', 'PYTHON', 'STRING', 'AND', 'ITS', 'FUNCTION']
INFO 2022-07-04 14:52:08,391 solution 4 ::this is my first python programming class and i am learning python string and its function
INFO 2022-07-04 14:52:08,391 solution 5 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-04 14:52:08,391 False
INFO 2022-07-04 14:53:28,823 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 14:53:28,823 solution 1 ::h   r tnrrmglsnimeNGyosi dtfco
INFO 2022-07-04 14:53:28,823 solution 2 ::noitcnuf sti dna gnirts nohtyp GNINrael ma i dna ssalc gnimmargorp nohtyP tsriF yM si siht
INFO 2022-07-04 14:53:28,823 solution 3 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-04 14:53:28,825 ['THIS', 'IS', 'MY', 'FIRST', 'PYTHON', 'PROGRAMMING', 'CLASS', 'AND', 'I', 'AM', 'LEARNING', 'PYTHON', 'STRING', 'AND', 'ITS', 'FUNCTION']
INFO 2022-07-04 14:53:28,825 solution 4 ::this is my first python programming class and i am learning python string and its function
INFO 2022-07-04 14:53:28,825 solution 5 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-04 14:55:20,425 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 14:55:20,425 solution 1 ::h   r tnrrmglsnimeNGyosi dtfco
INFO 2022-07-04 14:55:20,425 solution 2 ::noitcnuf sti dna gnirts nohtyp GNINrael ma i dna ssalc gnimmargorp nohtyP tsriF yM si siht
INFO 2022-07-04 14:55:20,426 solution 3 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-04 14:55:20,426 ['THIS', 'IS', 'MY', 'FIRST', 'PYTHON', 'PROGRAMMING', 'CLASS', 'AND', 'I', 'AM', 'LEARNING', 'PYTHON', 'STRING', 'AND', 'ITS', 'FUNCTION']
INFO 2022-07-04 14:55:20,426 solution 4 ::this is my first python programming class and i am learning python string and its function
INFO 2022-07-04 14:55:20,426 solution 5 ::THIS IS MY FIRST PYTHON PROGRAMMING CLASS AND I AM LEARNING PYTHON STRING AND ITS FUNCTION
INFO 2022-07-04 14:55:20,426 False
INFO 2022-07-04 14:55:20,426 solution 6 ::isalnum() is usr for find the numeric value in data
INFO 2022-07-04 14:56:03,309 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 14:56:03,310 False
INFO 2022-07-04 14:56:03,310 solution 6 ::isalnum() is usr for find the numeric value in data
INFO 2022-07-04 14:56:03,310 False
INFO 2022-07-04 14:56:03,310 solution 6 ::ans5.isalpha() is usr for find the numeric value in data
INFO 2022-07-04 14:57:21,899 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 14:57:21,899 True
INFO 2022-07-04 14:57:21,899 solution 6 ::isalnum() is use for find the numeric or alphabets  value in data
INFO 2022-07-04 14:57:21,899 False
INFO 2022-07-04 14:57:21,899 solution 6 ::ans5.isalpha() is usr for find the numeric value in data
INFO 2022-07-04 14:58:35,111 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 14:58:35,111 True
INFO 2022-07-04 14:58:35,111 solution 6 ::isalnum() is use for find the numeric or alphabets  value in data
INFO 2022-07-04 14:58:35,111 False
INFO 2022-07-04 14:58:35,111 solution 6 ::ans5.isalpha() is usr for find the alphabets  value in data
INFO 2022-07-04 14:59:12,396 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 14:59:12,396 True
INFO 2022-07-04 14:59:12,396 solution 6 ::isalnum() is use for find the numeric or alphabets  value in data
INFO 2022-07-04 14:59:12,396 True
INFO 2022-07-04 14:59:12,396 solution 6 ::ans5.isalpha() is usr for find the alphabets  value in data
INFO 2022-07-04 15:16:19,776 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 15:16:19,776 True
INFO 2022-07-04 15:16:19,776 solution 6 ::isalnum() is use for find the numeric or alphabets  value in data
INFO 2022-07-04 15:16:19,776 True
INFO 2022-07-04 15:16:19,777 solution 6 ::ans5.isalpha() is usr for find the alphabets  value in data
INFO 2022-07-04 15:16:43,305 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 15:16:43,305 solution 7 ::this	is	expand	tab	example
INFO 2022-07-04 15:42:59,921 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 15:42:59,922 solution 7 ::this	is	expand	tab	example
INFO 2022-07-04 16:05:45,756 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 16:05:45,756 solution 7 ::this	is	expand	tab	example
INFO 2022-07-04 16:32:24,649 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 16:32:24,649 solution 8 ::example
INFO 2022-07-04 16:33:16,656 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 16:33:16,656 solution 8 ::example
INFO 2022-07-04 16:33:16,656 solution 8 ::example
INFO 2022-07-04 16:33:37,610 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 16:33:37,610 solution 8 ::example  
INFO 2022-07-04 16:33:37,610 solution 8 ::  example
INFO 2022-07-04 16:35:01,588 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 16:35:01,588 solution 8 ::!  example  !
INFO 2022-07-04 16:35:01,588 solution 8 ::!  example  !
INFO 2022-07-04 16:35:23,716 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-04 16:35:23,716 solution 8 ::example  
INFO 2022-07-04 16:35:23,716 solution 8 ::  example
INFO 2022-07-05 17:06:18,883 sample data::this is My First Python programming class and i am learNING python string and its function
ERROR 2022-07-05 17:06:18,883 center expected at least 1 argument, got 0
INFO 2022-07-05 17:06:37,886 sample data::this is My First Python programming class and i am learNING python string and its function
ERROR 2022-07-05 17:06:37,886 center expected at least 1 argument, got 0
INFO 2022-07-05 17:08:57,902 sample data::this is My First Python programming class and i am learNING python string and its function
ERROR 2022-07-05 17:08:57,902 replace() argument 1 must be str, not int
ERROR 2022-07-05 17:08:57,902 center expected at least 1 argument, got 0
INFO 2022-07-05 17:09:11,899 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:09:11,899 solution 8 ::example 2
ERROR 2022-07-05 17:09:11,899 center expected at least 1 argument, got 0
INFO 2022-07-05 17:09:46,955 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:09:46,955 solution 8 ::example 2
INFO 2022-07-05 17:09:46,955 example   
INFO 2022-07-05 17:10:12,869 sample data::this is My First Python programming class and i am learNING python string and its function
ERROR 2022-07-05 17:10:12,869 name 'ans8' is not defined
INFO 2022-07-05 17:10:12,869 example   
INFO 2022-07-05 17:10:21,983 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:10:21,983 solution 8 ::example 2
INFO 2022-07-05 17:10:21,983 example   
INFO 2022-07-05 17:10:33,393 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:10:33,394 solution 8 ::example 2
INFO 2022-07-05 17:10:33,394 example   
INFO 2022-07-05 17:10:45,996 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:10:45,996 solution 8 ::example 2
INFO 2022-07-05 17:10:45,996  example  
INFO 2022-07-05 17:10:57,868 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:10:57,868 solution 8 ::example 2
INFO 2022-07-05 17:10:57,868                                                                                                                                                   example                                                                                                                                                   
INFO 2022-07-05 17:11:04,780 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:11:04,780 solution 8 ::example 2
INFO 2022-07-05 17:11:04,781            example            
INFO 2022-07-05 17:44:02,665 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:44:02,665 solution 8 ::example 2
INFO 2022-07-05 17:44:02,665            example            
INFO 2022-07-05 17:44:02,665 Ans 11 : python is a interpreater and compiler language.interpreter use to check the code line by line and compiler compile the code at once .In this method .py file compile to an intermediate code .pyc then this .pyc file  is directly interpreted as for final output
INFO 2022-07-05 17:44:02,665 Ans 11 : a)develop desktop softwareb)task automationc) develop website 
INFO 2022-07-05 17:44:15,500 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:44:15,501 solution 8 ::example 2
INFO 2022-07-05 17:44:15,501            example            
INFO 2022-07-05 17:44:15,501 Ans 11 : python is a interpreater and compiler language.interpreter use to check the code line by line and compiler compile the code at once .In this method .py file compile to an intermediate code .pyc then this .pyc file  is directly interpreted as for final output
INFO 2022-07-05 17:44:15,501 Ans 11 : a)develop desktop software b)task automation  c) develop website 
INFO 2022-07-05 17:52:52,259 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:52:52,259 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 17:53:44,303 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:53:44,303 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 17:54:08,868 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:54:08,868 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-05 17:54:08,868 can only concatenate str (not "list") to str
INFO 2022-07-05 17:54:19,777 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:54:19,777 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 17:54:19,777 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 17:57:51,049 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:57:51,050 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 17:57:51,050 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 17:58:30,544 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:58:30,544 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 17:58:30,544 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 17:59:16,388 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 17:59:16,388 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 17:59:16,390 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:00:01,474 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:00:01,474 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:00:01,474 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:01:29,849 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:01:29,849 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:01:29,849 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:02:47,195 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:02:47,195 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:02:47,195 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:03:06,687 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:03:06,687 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:03:06,687 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:03:24,218 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:03:24,218 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:03:24,218 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:03:48,551 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:03:48,551 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:03:48,551 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:04:17,635 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:04:17,635 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:04:17,635 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:04:26,986 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:04:26,987 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:04:26,987 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:04:40,443 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:04:40,443 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:04:40,443 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:05:27,938 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:05:27,938 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:05:27,938 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:05:44,661 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:05:44,661 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-05 18:05:44,661 'str' object has no attribute 'key'
INFO 2022-07-05 18:06:03,323 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:06:03,324 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:06:03,324 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:07:49,110 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:07:49,111 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:07:49,111 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-05 18:08:04,815 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:08:04,815 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:08:04,815 [234, 234]
INFO 2022-07-05 18:09:34,268 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:09:34,268 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:09:34,268 (234, 6657, 6)
INFO 2022-07-05 18:09:56,858 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:09:56,858 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:09:56,858 234
INFO 2022-07-05 18:10:36,784 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:10:36,784 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:10:36,784 234
INFO 2022-07-05 18:10:56,731 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:10:56,731 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-05 18:10:56,731 2
INFO 2022-07-05 18:11:08,539 sample data::this is My First Python programming class and i am learNING python string and its function
